Expense_ID,Date,Category,Amount,Payment_Mode,Description,Monthly_Budget,Savings,Expense_Status
363,2025-04-22,Bills,4802,UPI,Electricity Bill,20000,15198,Within Budget
364,2025-01-02,Travel,100,Net Banking,Fuel,20000,19900,Within Budget
365,2025-02-18,Travel,4229,Card,Cab Fare,20000,15771,Within Budget
366,2025-01-02,Education,1905,UPI,Course Fee,20000,18095,Within Budget
367,2025-06-21,Shopping,4432,Net Banking,Online Shopping,20000,15568,Within Budget
368,2025-06-09,Food,594,Net Banking,Groceries,20000,19406,Within Budget
369,2025-04-26,Shopping,3503,Cash,Accessories,20000,16497,Within Budget
370,2025-02-01,Food,2953,Net Banking,Lunch,20000,17047,Within Budget
371,2025-01-10,Education,3538,UPI,Course Fee,20000,16462,Within Budget
372,2025-05-18,Travel,4442,Card,Cab Fare,20000,15558,Within Budget
373,2025-03-10,Education,4037,Net Banking,Books,20000,15963,Within Budget
374,2025-05-12,Health,516,Card,Gym Fee,20000,19484,Within Budget
375,2025-06-23,Bills,1510,Card,Internet Bill,20000,18490,Within Budget
376,2025-02-24,Travel,1210,Net Banking,Cab Fare,20000,18790,Within Budget
377,2025-03-15,Food,477,UPI,Restaurant Bill,20000,19523,Within Budget
378,2025-01-08,Travel,250,Card,Fuel,20000,19750,Within Budget
379,2025-03-29,Travel,4417,Card,Train Ticket,20000,15583,Within Budget
380,2025-02-01,Education,2377,Net Banking,Course Fee,20000,17623,Within Budget
381,2025-01-27,Education,2068,UPI,Stationery,20000,17932,Within Budget
382,2025-02-18,Education,1484,Net Banking,Stationery,20000,18516,Within Budget
383,2025-05-31,Entertainment,456,Card,Gaming,20000,19544,Within Budget
384,2025-05-16,Travel,868,UPI,Fuel,20000,19132,Within Budget
385,2025-04-22,Health,4104,Cash,Health Checkup,20000,15896,Within Budget
386,2025-05-02,Bills,3655,Card,Mobile Recharge,20000,16345,Within Budget
387,2025-02-20,Shopping,3663,Net Banking,Shoes,20000,16337,Within Budget
388,2025-05-26,Food,2296,Cash,Groceries,20000,17704,Within Budget
389,2025-05-06,Bills,138,Card,Water Bill,20000,19862,Within Budget
390,2025-05-09,Bills,2266,Net Banking,Electricity Bill,20000,17734,Within Budget
391,2025-05-05,Food,3952,UPI,Snacks,20000,16048,Within Budget
392,2025-02-26,Food,468,Net Banking,Snacks,20000,19532,Within Budget
393,2025-06-04,Shopping,3124,UPI,Clothes Purchase,20000,16876,Within Budget
394,2025-04-09,Education,148,Card,Books,20000,19852,Within Budget
395,2025-02-21,Health,376,Cash,Health Checkup,20000,19624,Within Budget
396,2025-02-23,Health,1241,Cash,Medical Store,20000,18759,Within Budget
397,2025-04-23,Education,1843,Card,Online Course,20000,18157,Within Budget
398,2025-05-25,Bills,4249,UPI,Internet Bill,20000,15751,Within Budget
399,2025-06-21,Health,2130,Card,Health Checkup,20000,17870,Within Budget
400,2025-04-14,Travel,4290,UPI,Cab Fare,20000,15710,Within Budget
401,2025-04-17,Entertainment,1687,Net Banking,Concert,20000,18313,Within Budget
402,2025-01-15,Health,2686,Card,Gym Fee,20000,17314,Within Budget
403,2025-03-27,Travel,1011,Net Banking,Bus Tickets,20000,18989,Within Budget
404,2025-04-11,Education,2201,Card,Books,20000,17799,Within Budget
405,2025-05-25,Health,4126,Card,Health Checkup,20000,15874,Within Budget
406,2025-03-19,Travel,3161,Net Banking,Bus Tickets,20000,16839,Within Budget
407,2025-01-31,Education,4350,Net Banking,Online Course,20000,15650,Within Budget
408,2025-05-01,Health,349,UPI,Medical Store,20000,19651,Within Budget
409,2025-02-23,Food,2857,Net Banking,Lunch,20000,17143,Within Budget
410,2025-01-20,Food,4505,Cash,Restaurant Bill,20000,15495,Within Budget
411,2025-03-20,Health,739,UPI,Doctor Consultation,20000,19261,Within Budget
412,2025-02-25,Education,2071,Card,Course Fee,20000,17929,Within Budget
413,2025-05-31,Travel,4013,UPI,Fuel,20000,15987,Within Budget
414,2025-05-17,Food,1097,Net Banking,Lunch,20000,18903,Within Budget
415,2025-05-16,Health,1661,Cash,Health Checkup,20000,18339,Within Budget
416,2025-01-17,Food,1667,Card,Snacks,20000,18333,Within Budget
417,2025-03-16,Education,3350,Card,Online Course,20000,16650,Within Budget
418,2025-04-01,Shopping,233,UPI,Shoes,20000,19767,Within Budget
419,2025-05-30,Entertainment,3196,Card,Movie Tickets,20000,16804,Within Budget
420,2025-06-19,Entertainment,4098,Net Banking,Concert,20000,15902,Within Budget
421,2025-01-30,Travel,840,Net Banking,Fuel,20000,19160,Within Budget
422,2025-04-29,Health,4831,UPI,Gym Fee,20000,15169,Within Budget
423,2025-06-10,Bills,2591,UPI,Mobile Recharge,20000,17409,Within Budget
424,2025-06-20,Entertainment,4849,Cash,Concert,20000,15151,Within Budget
425,2025-03-24,Travel,2547,Card,Train Ticket,20000,17453,Within Budget
426,2025-01-12,Education,4303,Cash,Course Fee,20000,15697,Within Budget
427,2025-01-28,Education,1094,Net Banking,Course Fee,20000,18906,Within Budget
428,2025-03-29,Shopping,206,Net Banking,Online Shopping,20000,19794,Within Budget
429,2025-02-24,Food,1352,UPI,Groceries,20000,18648,Within Budget
430,2025-04-10,Health,1942,Cash,Health Checkup,20000,18058,Within Budget
431,2025-06-02,Food,2636,Net Banking,Snacks,20000,17364,Within Budget
432,2025-05-27,Food,4688,Net Banking,Restaurant Bill,20000,15312,Within Budget
433,2025-03-31,Education,354,Card,Books,20000,19646,Within Budget
434,2025-03-16,Travel,4622,Card,Train Ticket,20000,15378,Within Budget
435,2025-03-24,Education,255,Net Banking,Books,20000,19745,Within Budget
436,2025-03-14,Travel,4738,Net Banking,Bus Tickets,20000,15262,Within Budget
437,2025-05-08,Shopping,4174,Cash,Shoes,20000,15826,Within Budget
438,2025-02-06,Entertainment,1559,Card,OTT Subscription,20000,18441,Within Budget
439,2025-03-21,Health,4949,Cash,Gym Fee,20000,15051,Within Budget
440,2025-02-10,Education,356,UPI,Books,20000,19644,Within Budget
441,2025-02-05,Bills,2177,Card,Mobile Recharge,20000,17823,Within Budget
442,2025-05-13,Travel,4878,Net Banking,Cab Fare,20000,15122,Within Budget
443,2025-03-25,Entertainment,2995,Card,Movie Tickets,20000,17005,Within Budget
444,2025-03-06,Food,1880,Cash,Lunch,20000,18120,Within Budget
445,2025-03-01,Education,1844,UPI,Online Course,20000,18156,Within Budget
446,2025-03-04,Food,934,Cash,Groceries,20000,19066,Within Budget
447,2025-01-17,Food,2404,Card,Snacks,20000,17596,Within Budget
448,2025-02-12,Shopping,2248,Card,Online Shopping,20000,17752,Within Budget
449,2025-03-02,Shopping,1625,Net Banking,Online Shopping,20000,18375,Within Budget
450,2025-03-31,Health,1567,Cash,Gym Fee,20000,18433,Within Budget
451,2025-01-16,Food,733,Card,Groceries,20000,19267,Within Budget
452,2025-06-18,Travel,4391,Cash,Fuel,20000,15609,Within Budget
453,2025-04-15,Food,2124,UPI,Restaurant Bill,20000,17876,Within Budget
454,2025-04-15,Education,2911,Cash,Books,20000,17089,Within Budget
455,2025-03-16,Food,1130,Cash,Groceries,20000,18870,Within Budget
456,2025-01-01,Food,2102,UPI,Groceries,20000,17898,Within Budget
457,2025-01-04,Food,238,Cash,Snacks,20000,19762,Within Budget
458,2025-05-22,Health,469,Cash,Gym Fee,20000,19531,Within Budget
459,2025-04-18,Education,3851,Card,Online Course,20000,16149,Within Budget
460,2025-01-06,Travel,4625,UPI,Train Ticket,20000,15375,Within Budget
461,2025-04-17,Bills,1979,Cash,Electricity Bill,20000,18021,Within Budget
462,2025-05-22,Food,1962,UPI,Snacks,20000,18038,Within Budget
463,2025-03-24,Food,3260,Cash,Restaurant Bill,20000,16740,Within Budget
464,2025-01-18,Entertainment,1526,Cash,OTT Subscription,20000,18474,Within Budget
465,2025-04-12,Food,3544,UPI,Snacks,20000,16456,Within Budget
466,2025-03-22,Entertainment,2912,Net Banking,Concert,20000,17088,Within Budget
467,2025-04-22,Education,902,Net Banking,Stationery,20000,19098,Within Budget
468,2025-05-18,Travel,4814,Net Banking,Train Ticket,20000,15186,Within Budget
469,2025-04-01,Travel,3422,UPI,Cab Fare,20000,16578,Within Budget
470,2025-03-23,Education,1746,Cash,Course Fee,20000,18254,Within Budget
471,2025-04-25,Entertainment,1559,UPI,OTT Subscription,20000,18441,Within Budget
472,2025-06-29,Entertainment,4433,UPI,OTT Subscription,20000,15567,Within Budget
473,2025-06-28,Health,2007,Cash,Doctor Consultation,20000,17993,Within Budget
474,2025-04-03,Education,2031,Card,Books,20000,17969,Within Budget
475,2025-02-02,Travel,777,UPI,Fuel,20000,19223,Within Budget
476,2025-01-18,Bills,3393,Card,Internet Bill,20000,16607,Within Budget
477,2025-05-01,Bills,2627,Card,Mobile Recharge,20000,17373,Within Budget
478,2025-03-31,Health,707,Card,Health Checkup,20000,19293,Within Budget
479,2025-05-04,Shopping,1080,Card,Clothes Purchase,20000,18920,Within Budget
480,2025-01-10,Food,2442,UPI,Snacks,20000,17558,Within Budget
481,2025-05-20,Travel,3904,UPI,Bus Tickets,20000,16096,Within Budget
482,2025-03-16,Health,2081,Cash,Health Checkup,20000,17919,Within Budget
483,2025-05-31,Food,898,Card,Lunch,20000,19102,Within Budget
484,2025-04-13,Shopping,3799,Cash,Accessories,20000,16201,Within Budget
485,2025-03-25,Entertainment,3383,Card,Movie Tickets,20000,16617,Within Budget
486,2025-06-30,Food,1975,Net Banking,Lunch,20000,18025,Within Budget
487,2025-03-13,Entertainment,3557,UPI,OTT Subscription,20000,16443,Within Budget
488,2025-06-11,Bills,249,Net Banking,Electricity Bill,20000,19751,Within Budget
489,2025-04-13,Bills,260,Net Banking,Mobile Recharge,20000,19740,Within Budget
490,2025-01-18,Shopping,2777,Cash,Clothes Purchase,20000,17223,Within Budget
491,2025-01-19,Shopping,2709,Net Banking,Clothes Purchase,20000,17291,Within Budget
492,2025-04-18,Entertainment,1050,Card,Concert,20000,18950,Within Budget
493,2025-02-21,Shopping,270,UPI,Clothes Purchase,20000,19730,Within Budget
494,2025-06-26,Shopping,1465,Card,Accessories,20000,18535,Within Budget
495,2025-06-18,Bills,1753,Card,Internet Bill,20000,18247,Within Budget
496,2025-02-21,Food,2376,Card,Lunch,20000,17624,Within Budget
497,2025-01-19,Entertainment,1770,UPI,Gaming,20000,18230,Within Budget
498,2025-05-24,Entertainment,1409,Net Banking,OTT Subscription,20000,18591,Within Budget
499,2025-03-13,Bills,3487,Card,Internet Bill,20000,16513,Within Budget
500,2025-02-26,Entertainment,692,Cash,Gaming,20000,19308,Within Budget
